factor,horizon,coverage,zero_exit_excluded,mean_rank_ic,rank_icir,long_short_bps,long_short_sharpe,g1_bps,g2_bps,g3_bps,g4_bps,g5_bps,g6_bps,g7_bps,g8_bps,g9_bps,g10_bps
cov_coverage_decay_positive,1,1579.1854395604396,125.45741758241758,0.007030456773466649,1.1067987908558827,-5.416229344980475,-1.1616918662721092,-2.1168544610722946,-2.1789805578488233,-2.19416031332485,-0.9634547480530127,-0.11330384849343313,-0.08108551989464041,0.6930395511983901,2.249498696033833,1.4059263175466445,3.299374883908179
cov_coverage_decay_positive,5,1579.1854395604396,125.45741758241758,0.015173149814554636,2.456882306499047,-28.90725965507427,-2.836748064648374,-12.826948433085656,-11.55551616566756,-8.846393375749942,-5.806843574711616,-1.1638722404414144,2.3100654541019936,3.6079892531576396,10.231743023177062,7.969464837230881,16.080311221988605
cov_coverage_decay_positive,10,1579.1854395604396,125.45741758241758,0.020894390281264948,3.360919729687596,-52.87286952111714,-3.6850236079886356,-24.236228639793293,-21.005901674154092,-19.284316331421028,-11.856260845338625,-4.22470399010894,6.794404080522378,5.515790942305089,19.343722792825908,20.316852783838716,28.636640881323856
cov_coverage_decay_positive,20,1579.1854395604396,125.45741758241758,0.03027726818184732,4.592497728030455,-96.42337778390603,-4.46311598523838,-42.45365018584367,-39.56101591410655,-36.36661085608943,-24.142295201632752,-8.217831140087796,5.542783567297547,10.677278348456936,35.009321956095384,45.54229182784797,53.96972759806238
