date,n,pearson_accwt_gogoal,spearman_accwt_gogoal,pearson_equal_gogoal,spearman_equal_gogoal
2026-05-29T00:00:00.000000000,1111,0.9981112249344287,0.9831962088343228,0.9981413233354586,0.984005052340979
2026-06-30T00:00:00.000000000,1052,0.9982640283188954,0.9948351447082565,0.9983185910481225,0.9952010510400996
