date,n,pearson_accwt_gogoal,spearman_accwt_gogoal,pearson_equal_gogoal,spearman_equal_gogoal
2026-05-29T00:00:00.000000,1111,0.9981041838732286,0.9840636218769672,0.9981413233354585,0.984005052340979
