factor,horizon,coverage,mean_ic,icir,rank_ic,rank_icir,monotonicity,low_group_bps,high_group_short_bps,low_minus_high_bps,low_minus_high_sharpe,turnover,g1_bps,g2_bps,g3_bps,g4_bps,g5_bps,g6_bps,g7_bps,g8_bps,g9_bps,g10_bps
cov_report_fy1_zero,1,1796.8854024556617,-0.0037776946189595853,-0.7861545540326368,0.0016567098395550213,0.31413857658783767,-0.16363636363636364,-0.22004919416972124,3.642059111082549,3.4220099169128284,1.023680186640286,0.02559738816337872,-0.22004919416972124,-1.2446615719006817,-0.6116533561520876,1.377402242229152,0.6646188028943925,-0.5645246279590362,1.8366387214738846,2.483369667350419,-0.07908157268377002,-3.642059111082549
cov_report_fy1_zero,5,1796.8854024556617,-0.008765779540559425,-1.525447210804852,-0.00368418431405762,-0.5735139154532435,0.11515151515151514,2.0260159780685694,16.336515331241596,18.362531309310167,2.024703156334393,0.02559738816337872,2.0260159780685694,-4.729152995657454,1.1467085642475887,4.878871579343003,0.6605853137972237,-2.285493800810717,6.979493401120393,9.280773588055466,-1.6212862969224378,-16.336515331241596
cov_report_fy1_zero,10,1796.8854024556617,-0.012716121189105211,-2.1465695666393967,-0.008922892407083096,-1.3492080775860733,0.1515151515151515,6.6878170441950155,33.96076018358503,40.648577227780045,2.9938679461268407,0.02559738816337872,6.6878170441950155,-8.573154173986152,5.248761844950166,11.700640161603115,2.1717439059673556,-3.314495306208147,12.283219436092503,13.492086971414533,-5.7358597004433785,-33.96076018358503
cov_report_fy1_zero,20,1796.8854024556617,-0.020095381520857943,-3.18342056850115,-0.016399547313623815,-2.3659936087411926,0.3939393939393939,16.46025360367713,68.4655736922033,84.92582729588042,4.205769760943109,0.02559738816337872,16.46025360367713,-16.004363506684122,16.09286252301403,28.710397455977578,7.21289969883075,-3.871387467450353,19.87636629686025,14.751908040407029,-14.763362952428981,-68.4655736922033
